freerdp2 2.11.7-1
freetype2 2.13.2-2
fribidi 1.0.15-1
fuse-common 3.16.2-1
fuse3 3.16.2-1
fzf 0.54.0-1
gawk 5.3.0-1
gc 8.2.6-1
gcc 14.1.1+r309+gbb34b7eda1f-1
gcc-libs 14.1.1+r309+gbb34b7eda1f-1
gcr 3.41.2-2
gcr-4 4.3.0-1
gd 2.3.3-8
gdb 15.1-1
gdb-common 15.1-1
gdbm 1.24-1
gdk-pixbuf2 2.42.12-1
gdm 46.2-2
geoclue 2.7.1-3
geocode-glib-2 3.26.4-4
geocode-glib-common 3.26.4-4
gettext 0.22.5-1
ghostscript 10.03.1-1
giflib 5.2.2-1
git 2.46.0-1
github-cli 2.53.0-1
gjs 2:1.80.2-2
glib-networking 1:2.80.0-3
glib2 2.80.4-1
glibc 2.40-1
glibmm 2.66.7-1
glibmm-2.68 2.80.0-1
glslang 14.2.0-1
glu 9.0.3-2
glycin 1.0.1-2
gmp 6.3.0-2
gnome-autoar 0.4.4-1
gnome-backgrounds 46.0-1
gnome-bluetooth 3.34.5+r16+g61cfff1c-2
gnome-bluetooth-3.0 46.0-1
gnome-calculator 46.1-1
gnome-calendar 46.1-2
gnome-characters 46.0-2
gnome-clocks 46.0-1
gnome-color-manager 3.36.0+r62+g82000f1d-1
gnome-connections 46.0-3
gnome-console 46.0-2
gnome-contacts 46.0-1
gnome-control-center 46.3-1
gnome-desktop 1:44.0-1
gnome-desktop-4 1:44.0-1
gnome-desktop-common 1:44.0-1
gnome-disk-utility 46.0-1
gnome-font-viewer 46.0-2
gnome-keybindings 46.3-1
gnome-keyring 1:46.2-1
gnome-logs 45.0-1
gnome-maps 46.11-1
gnome-menus 3.36.0-3
gnome-music 1:46.1-1
gnome-online-accounts 3.50.3-1
gnome-remote-desktop 46.3-1
gnome-session 46.0-2
gnome-settings-daemon 46.0-2
gnome-shell 1:46.3.1-1
gnome-shell-extensions 46.2-1
gnome-software 46.3-1
gnome-system-monitor 46.0-2
gnome-terminal 3.52.2-1
gnome-text-editor 46.3-2
gnome-tour 46.0-1
gnome-tweaks 46.1-1
gnome-user-docs 46.1-1
gnome-user-share 43.0-2
gnome-weather 46.0-1
gnu-free-fonts 20120503-8
gnupg 2.4.5-4
gnutls 3.8.6-1
go 2:1.22.5-1
gobject-introspection-runtime 1.80.1-3
gom 0.5.2-1
gperftools 2.15-1
gpgme 1.23.2-6
gpm 1.20.7.r38.ge82d1a6-6
graphene 1.10.8-1
graphite 1:1.3.14-4
grep 3.11-1
grilo 0.3.16-1
grilo-plugins 1:0.3.16-1
grim 1.4.1-2
groff 1.23.0-6
gsettings-desktop-schemas 46.1-2
gsettings-system-schemas 46.1-2
gsfonts 20200910-4
gsm 1.0.22-2
gsound 1.0.3-3
gspell 1.12.2-3
gssdp 1.6.3-1
gst-devtools-libs 1.24.6-1
gst-editing-services 1.24.6-1
gst-plugin-gtk 1.24.6-1
gst-plugin-pipewire 1:1.2.1-1
gst-plugins-bad 1.24.6-1
gst-plugins-bad-libs 1.24.6-1
gst-plugins-base 1.24.6-1
gst-plugins-base-libs 1.24.6-1
gst-plugins-good 1.24.6-1
gst-python 1.24.6-1
gstreamer 1.24.6-1
gtest 1.14.0-2
gtk-layer-shell 0.8.2-1
gtk-update-icon-cache 1:4.14.4-2
gtk-vnc 1.3.1-1
gtk3 1:3.24.43-1
gtk4 1:4.14.4-2
gtkmm-4.0 4.14.0-1
gtkmm3 3.24.9-1
gtksourceview4 4.8.4-1
gtksourceview5 5.12.1-1
guile 3.0.10-1
gupnp 1:1.6.6-1
gupnp-av 0.14.1-2
gupnp-dlna 0.12.0-3
gupnp-igd 1.6.0-1
gvfs 1.54.2-1
gvfs-afc 1.54.2-1
gvfs-dnssd 1.54.2-1
gvfs-goa 1.54.2-1
gvfs-google 1.54.2-1
gvfs-gphoto2 1.54.2-1
gvfs-mtp 1.54.2-1
gvfs-nfs 1.54.2-1
gvfs-onedrive 1.54.2-1
gvfs-smb 1.54.2-1
gvfs-wsdd 1.54.2-1
gzip 1.13-4
harfbuzz 9.0.0-1
harfbuzz-icu 9.0.0-1
hicolor-icon-theme 0.18-1
hidapi 0.14.0-3
highway 1.2.0-1
htop 3.3.0-3
http-parser 2.9.4-2
hunspell 1.7.2-2
hwdata 0.384-1
hyphen 2.8.8-6
hyprcursor 0.1.9-1
hyprland 0.41.2-3
hyprlang 0.5.2-1
hyprutils 0.2.0-1
i2c-tools 4.3-6
iana-etc 20240612-1
icu 75.1-1
iio-sensor-proxy 3.5-2
ijs 0.35-6
imagemagick 7.1.1.36-1
imath 3.1.11-2
imlib2 1.12.3-1
intel-gmmlib 22.3.20-1
intel-media-driver 24.2.5-1
intel-ucode 20240531-1
iproute2 6.10.0-2
iptables 1:1.8.10-2
iputils 20240117-1
iso-codes 4.16.0-1
iwd 2.19-1
jansson 2.14-4
jbig2dec 0.20-1
jbigkit 2.1-8
js115 115.13.0-1
json-c 0.17-2
json-glib 1.8.0-2
jsoncpp 1.9.5-3
kaccounts-integration 24.05.2-1
kactivitymanagerd 6.1.3-1
karchive 6.4.0-1
kate 24.05.2-1
kauth 6.4.0-1
kbd 2.6.4-1
kbookmarks 6.4.0-1
kcmutils 6.4.0-1
kcodecs 6.4.0-1
kcolorscheme 6.4.0-1
kcompletion 6.4.0-1
kconfig 6.4.0-1
kconfigwidgets 6.4.0-1
kcoreaddons 6.4.0-1
kcrash 6.4.0-1
kdbusaddons 6.4.0-1
kde-cli-tools 6.1.3-1
kde-gtk-config 6.1.3-1
kdeclarative 6.4.0-1
kdecoration 6.1.3-1
kded 6.4.0-1
kdeplasma-addons 6.1.3-1
kdesu 6.4.0-1
kdnssd 6.4.0-1
kdsoap-qt6 2.2.0-1
kdsoap-ws-discovery-client 0.4.0-1
keyutils 1.6.3-3
kfilemetadata 6.4.0-1
kgamma 6.1.3-1
kglobalaccel 6.4.0-1
kglobalacceld 6.1.3-1
kguiaddons 6.4.0-1
kholidays 1:6.4.0-1
ki18n 6.4.0-1
kiconthemes 6.4.0-1
kidletime 6.4.0-1
kinfocenter 6.1.3-1
kio 6.4.1-1
kio-extras 24.05.2-1
kio-fuse 5.1.0-3
kirigami 6.4.0-2
kirigami-addons 1.4.0-1
kitemmodels 6.4.0-1
kitemviews 6.4.0-1
kitty 0.35.2-1
kitty-shell-integration 0.35.2-1
kitty-terminfo 0.35.2-1
kjobwidgets 6.4.0-1
kmenuedit 6.1.3-1
kmod 32-1
knewstuff 6.4.0-1
knotifications 6.4.0-1
knotifyconfig 6.4.0-1
konsole 24.05.2-1
kpackage 6.4.0-1
kparts 6.4.0-1
kpipewire 6.1.3-1
kpty 6.4.0-1
kquickcharts 6.4.0-1
krb5 1.21.3-1
krdp 6.1.3-1
krunner 6.4.0-1
kscreen 6.1.3-1
kscreenlocker 6.1.3-1
kservice 6.4.0-1
ksshaskpass 6.1.3-1
kstatusnotifieritem 6.4.0-1
ksvg 6.4.0-1
ksystemstats 6.1.3-1
ktexteditor 6.4.0-1
ktextwidgets 6.4.0-1
kunitconversion 6.4.0-1
kuserfeedback 6.4.0-1
kwallet 6.4.0-1
kwallet-pam 6.1.3-1
kwayland 6.1.3-1
kwidgetsaddons 6.4.1-1
kwin 6.1.3-1
kwindowsystem 6.4.0-1
kwrited 6.1.3-1
kxmlgui 6.4.0-1
l-smash 2.14.5-4
lame 3.100-5
layer-shell-qt 6.1.3-1
lcms2 2.16-1
ldb 2:2.9.1-1
less 1:661-1
libaccounts-glib 1.27-2
libaccounts-qt 1.17-1
libadwaita 1:1.5.2-1
libaio 0.3.113-3
libao 1.2.2-6
libappindicator-gtk3 12.10.0.r298-4
libarchive 3.7.4-1
libass 0.17.3-1
libassuan 3.0.0-1
libasyncns 1:0.8+r3+g68cd5af-3
libatasmart 0.19-6
libavc1394 0.5.4-6
libavif 1.1.1-1
libavtp 0.2.0-3
libb2 0.98.1-3
libblockdev 3.1.1-2
libblockdev-crypto 3.1.1-2
libblockdev-fs 3.1.1-2
libblockdev-loop 3.1.1-2
libblockdev-mdraid 3.1.1-2
libblockdev-nvme 3.1.1-2
libblockdev-part 3.1.1-2
libblockdev-swap 3.1.1-2
libbluray 1.3.4-1
libbpf 1.4.3-1
libbs2b 3.1.0-9
libbsd 0.12.2-2
libbytesize 2.8-3
libcaca 0.99.beta20-4
libcamera 0.3.0-1
libcamera-ipa 0.3.0-1
libcanberra 1:0.30+r2+gc0620e4-4
libcap 2.70-1
libcap-ng 0.8.5-2
libcdio 2.1.0-4
libcdio-paranoia 10.2+2.0.2-1
libcloudproviders 0.3.6-1
libcolord 1.4.7-2
libcue 2.3.0-1
libcups 2:2.4.10-1
libdaemon 0.14-6
libdatrie 0.2.13-4
libdbusmenu-glib 16.04.0.r498-2
libdbusmenu-gtk3 16.04.0.r498-2
libdc1394 2.2.7-1
libdca 0.0.7-2
libde265 1.0.15-2
libdecor 0.2.2-1
libdeflate 1.20-2
libdisplay-info 0.2.0-1
libdmapsharing 3.9.13-1
libdmtx 0.7.7-2
libdovi 3.3.0-2
libdrm 2.4.122-1
libdv 1.0.0-11
libdvbpsi 1:1.3.3-3
libdvdnav 6.1.1-2
libdvdread 6.1.3-2
libebml 1.4.5-1
libedataserverui4 3.52.3-1
libedit 20240517_3.1-1
libei 1.2.1-1
libelf 0.191-4
libepoxy 1.5.10-3
libevdev 1.13.2-1
libevent 2.1.12-4
libexif 0.6.24-3
libfdk-aac 2.0.3-1
libffi 3.4.6-1
libfontenc 1.1.8-1
libfreeaptx 0.1.1-2
libgcrypt 1.11.0-2
libgdata 0.18.1-3
libgdm 46.2-2
libgee 0.20.6-2
libgexiv2 0.14.3-1
libgirepository 1.80.1-3
libgit2 1:1.8.1-1
libglvnd 1.7.0-1
libgme 0.6.3-5
libgnomekbd 1:3.28.1-1
libgoa 3.50.3-1
libgpg-error 1.50-1
libgphoto2 2.5.31-2
libgrss 0.7.0+16+g971c421-3
libgsf 1.14.52-1
libgtop 2.41.3-2
libgudev 238-1
libgusb 0.4.9-1
libgweather-4 4.4.2-1
libgxps 0.3.2-5
libhandy 1.8.3-1
libheif 1.18.1-1
libibus 1.5.30-3
libical 3.0.18-2
libice 1.1.1-3
libidn 1.42-1
libidn2 2.3.7-1
libiec61883 1.2.0-8
libieee1284 0.2.11-16
libimagequant 4.3.1-1
libimobiledevice 1.3.0-13
libimobiledevice-glue 1.3.0-1
libinih 58-1
libinput 1.26.1-1
libinstpatch 1.1.6-3
libiptcdata 1.0.5-3
libisl 0.26-2
libjpeg-turbo 3.0.3-1
libjxl 0.10.3-1
libkexiv2 24.05.2-1
libkeybinder3 0.3.2-5
libksba 1.6.7-1
libkscreen 6.1.3-1
libksysguard 6.1.3-1
liblc3 1.1.1-1
libldac 2.0.2.3-2
libldap 2.6.8-1
libliftoff 0.5.0-1
liblouis 3.30.0-1
liblqr 0.4.2-4
liblrdf 0.6.1-5
libltc 1.3.2-2
libluv 1.48.0_2-1
libmad 0.15.1b-10
libmalcontent 0.12.0-1
libmanette 0.2.7-1
libmatroska 1.7.1-2
libmbim 1.30.0-1
libmd 1.1.0-2
libmediaart 1.9.6-3
libmfx 23.2.2-3
libmicrodns 0.2.0-2
libmm-glib 1.22.0-1
libmnl 1.0.5-2
libmodplug 0.8.9.0-6
libmpc 1.3.1-2
libmpcdec 1:0.1+r475-6
libmpdclient 2.22-1
libmpeg2 0.5.1-10
libmtp 1.1.21-2
libmysofa 1.3.2-1
libnautilus-extension 46.2-2
libndp 1.9-1
libnetfilter_conntrack 1.0.9-2
libnewt 0.52.24-2
libnfnetlink 1.0.2-2
libnfs 5.0.3-1
libnftnl 1.2.7-1
libnghttp2 1.62.1-1
libnghttp3 1.4.0-1
libngtcp2 1.6.0-1
libnice 0.1.22-1
libnl 3.10.0-1
libnm 1.48.6-1
libnma 1.10.6-3
libnma-common 1.10.6-3
libnma-gtk4 1.10.6-3
libnotify 0.8.3-1
libnsl 2.0.1-1
libnvme 1.9-1
liboauth 1:1.0.3+r16+gc26f038-2
libogg 1.3.5-2
libomxil-bellagio 0.9.3-5
libopenmpt 0.7.9-1
libosinfo 1.11.0-3
libp11-kit 0.25.5-1
libpaper 2.2.5-1
libpcap 1.10.4-1
libpciaccess 0.18.1-2
libpeas 1.36.0-5
libpgm 5.3.128-3
libphonenumber 1:8.13.40-1
libpipeline 1.5.7-2
libpipewire 1:1.2.1-1
libplacebo 7.349.0-1
libplasma 6.1.3-1
libplist 2.6.0-1
libpng 1.6.43-1
libportal 0.7.1-3
libportal-gtk3 0.7.1-3
libportal-gtk4 0.7.1-3
libproxy 0.5.8-1
libpsl 0.21.5-2
libpulse 17.0-3
libpwquality 1.4.5-5
libqaccessibilityclient-qt6 0.6.0-1
libqalculate 5.2.0.1-1
libqmi 1.34.0-1
libqrtr-glib 1.2.2-3
libraqm 0.10.1-2
libraw1394 2.1.2-4
librest 0.9.1-2
librsvg 2:2.58.2-1
librsync 1:2.3.4-2
libsamplerate 0.2.2-3
libsasl 2.1.28-4
libseccomp 2.5.5-3
libsecret 0.21.4-1
libshout 1:2.4.6-3
libshumate 1.2.2-2
libsigc++ 2.12.1-1
libsigc++-3.0 3.6.0-1
libsm 1.2.4-2
libsndfile 1.2.2-2
libsodium 1.0.20-1
libsoup 2.74.3-1
libsoup3 3.4.4-1
libsoxr 0.1.3-4
libspectre 0.2.12-2
libspeechd 0.11.5-2
libsrtp 1:2.6.0-1
libssh 0.10.6-2
libssh2 1.11.0-1
libstemmer 2.2.0-2
libsynctex 2024.2-2
libsysprof-capture 46.0-4
libtar 1.2.20-7
libtasn1 4.19.0-2
libteam 1.32-2
libthai 0.1.29-3
libtheora 1.1.1-6
libtiff 4.6.0-5
libtirpc 1.3.4-1
libtommath 1.3.0-1
libtool 2.5.1-1
libunibreak 6.1-1
libunistring 1.2-1
libunwind 1.8.1-3
libupnp 1.14.19-3
libusb 1.0.27-1
libusbmuxd 2.1.0-1
libutempter 1.2.1-4
libutf8proc 2.9.0-1
libuv 1.48.0-2
libva 2.22.0-1
libva-intel-driver 2.4.1-3
libva-mesa-driver 1:24.1.4-2
libvdpau 1.5-3
libverto 0.3.2-5
libvncserver 0.9.14-3
libvorbis 1.3.7-3
libvpl 2.12.0-1
libvpx 1.14.1-1
libvterm 0.3.3-2
libwacom 2.12.2-1
libwbclient 4.20.2-1
libwebp 1.4.0-1
libwireplumber 0.5.5-1
libwnck3 43.0-3
libwpe 1.16.0-1
libx11 1.8.9-1
libxau 1.0.11-3
libxaw 1.0.16-1
libxcb 1.17.0-1
libxcomposite 0.4.6-2
libxcrypt 4.4.36-2
libxcursor 1.2.2-1
libxcvt 0.1.2-2
libxdamage 1.1.6-2
libxdg-basedir 1.2.3-2
libxdmcp 1.1.5-1
libxext 1.3.6-1
libxfixes 6.0.1-2
libxfont2 2.0.6-3
libxft 2.3.8-2
libxi 1.8.1-2
libxinerama 1.1.5-2
libxkbcommon 1.7.0-2
libxkbcommon-x11 1.7.0-2
libxkbfile 1.1.3-1
libxklavier 5.4-5
libxml2 2.13.3-1
libxmlb 0.3.19-1
libxmu 1.2.1-1
libxpm 3.5.17-2
libxpresent 1.0.1-2
libxrandr 1.5.4-1
libxrender 0.9.11-2
libxres 1.2.2-2
libxshmfence 1.3.2-2
libxslt 1.1.42-1
libxss 1.2.4-2
libxt 1.3.0-2
libxtst 1.2.4-2
libxv 1.0.12-2
libxxf86vm 1.1.5-2
libyaml 0.2.5-3
libyuv r2426+464c51a0-1
libzip 1.10.1-2
licenses 20240728-1
lilv 0.24.24-2
linux 6.10.2.arch1-1
linux-api-headers 6.10-1
linux-firmware 20240703.e94a2a3b-1
linux-firmware-whence 20240703.e94a2a3b-1
llvm-libs 18.1.8-4
lm_sensors 1:3.6.0.r41.g31d1f125-3
lmdb 0.9.32-1
loupe 46.2-1
lua 5.4.7-1
lua51-lpeg 1.1.0-2
lua53 5.3.6-3
lua53-lgi 0.9.2-10
luajit 2.1.1720049189-1
luit 20240102-2
lv2 1.18.10-1
lvm2 2.03.25-2
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.19-3
mailcap 2.1.54-2
make 4.4.1-2
malcontent 0.12.0-1
man-db 2.12.1-1
mbedtls2 2.28.8-3
md4c 0.5.2-1
mdadm 4.3-2
media-player-info 24-4
mesa 1:24.1.4-2
mesa-utils 9.0.0-4
metacity 3.52.0-2
milou 6.1.3-1
minizip 1:1.3.1-2
mjpegtools 2.2.1-2
mkinitcpio 39.2-2
mkinitcpio-busybox 1.36.1-1
mobile-broadband-provider-info 20240407-1
mod_dnssd 0.6-9
modemmanager 1.22.0-1
modemmanager-qt 6.4.0-1
mpdecimal 4.0.0-2
mpfr 4.2.1-4
mpg123 1.32.6-1
msgpack-c 5.0.0-2
msgraph 0.2.3-2
mtdev 1.1.7-1
muffin 6.2.0-1
mutter 46.3.1-1
nano 8.1-1
nautilus 46.2-2
ncurses 6.5-3
nemo 6.2.6-1
neofetch 7.1.0-2
neon 0.33.0-1
neovim 0.10.1-2
net-snmp 5.9.4-4
netatalk 3.2.4-1
netatalk-debug 3.2.4-1
nettle 3.10-1
network-manager-applet 1.36.0-1
networkmanager 1.48.6-1
networkmanager-qt 6.4.0-1
nftables 1:1.1.0-2
nm-connection-editor 1.36.0-1
node-gyp 10.2.0-1
nodejs 22.5.1-1
nodejs-nopt 7.2.0-2
noto-fonts 1:24.8.1-1
noto-fonts-emoji 1:2.042-1
npm 10.8.2-1
npth 1.7-1
nspr 4.35-3
nss 3.102.1-1
ocean-sound-theme 6.1.3-1
ocl-icd 2.3.2-2
oniguruma 6.9.9-1
openal 1.23.1-2
opencore-amr 0.1.6-2
openexr 3.2.4-1
openjpeg2 2.5.2-1
openssh 9.8p1-1
openssl 3.3.1-1
opus 1.5.2-1
orc 0.4.39-1
orca 46.2-1
osinfo-db 20240701-1
ostree 2024.7-1
oxygen 6.1.3-1
oxygen-sounds 6.1.3-1
p11-kit 0.25.5-1
pacman 6.1.0-3
pacman-mirrorlist 20240717-1
pam 1.6.1-2
pambase 20230918-1
pango 1:1.54.0-1
pangomm 2.46.4-1
pangomm-2.48 2.54.0-1
parted 3.6-2
patch 2.7.6-10
pavucontrol 1:6.0-1
pciutils 3.13.0-1
pcre 8.45-4
pcre2 10.44-1
pcsclite 2.2.3-1
perl 5.38.2-2
perl-clone 0.46-3
perl-encode-locale 1.05-12
perl-error 0.17029-6
perl-file-listing 6.16-3
perl-html-parser 3.82-1
perl-html-tagset 3.24-1
perl-http-cookiejar 0.014-2
perl-http-cookies 6.11-1
perl-http-daemon 6.16-3
perl-http-date 6.06-2
perl-http-message 6.46-1
perl-http-negotiate 6.01-13
perl-io-html 1.004-5
perl-libwww 6.77-1
perl-lwp-mediatypes 6.04-5
perl-mailtools 2.21-8
perl-net-dbus 1.2.0-6
perl-net-http 6.23-3
perl-text-iconv 1.7-24
perl-timedate 2.33-6
perl-try-tiny 0.31-4
perl-uri 5.28-1
perl-www-robotrules 6.02-13
perl-xml-parser 2.47-1
perl-xml-twig 3.52-12
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
pinentry 1.3.1-5
pipewire 1:1.2.1-1
pipewire-alsa 1:1.2.1-1
pipewire-audio 1:1.2.1-1
pipewire-jack 1:1.2.1-1
pipewire-pulse 1:1.2.1-1
pixman 0.43.4-1
pkgconf 2.1.1-1
plasma-activities 6.1.3-1
plasma-activities-stats 6.1.3-1
plasma-browser-integration 6.1.3-1
plasma-desktop 6.1.3-1
plasma-disks 6.1.3-1
plasma-firewall 6.1.3-1
plasma-integration 6.1.3-1
plasma-meta 6.1-1
plasma-nm 6.1.3-1
plasma-pa 6.1.3-1
plasma-systemmonitor 6.1.3-1
plasma-thunderbolt 6.1.3-1
plasma-vault 6.1.3-1
plasma-welcome 6.1.3-1
plasma-workspace 6.1.3-1
plasma-workspace-wallpapers 6.1.3-1
plasma5support 6.1.3-1
playerctl 2.4.1-3
polkit 124-2
polkit-gnome 0.105-11
polkit-kde-agent 6.1.3-1
polkit-qt6 0.200.0-1
poppler 24.06.1-1
poppler-data 0.4.12-2
poppler-glib 24.06.1-1
poppler-qt6 24.06.1-1
popt 1.19-1
portaudio 1:19.7.0-3
powerdevil 6.1.3-1
ppp 2.5.0-3
print-manager 1:6.1.3-1
prison 6.4.0-1
procps-ng 4.0.4-3
protobuf 27.2-1
protobuf-c 1.5.0-3
psmisc 23.7-1
pulseaudio-qt 1.5.0-1
purpose 6.4.0-1
python 3.12.4-1
python-atspi 2.46.1-2
python-cairo 1.26.1-1
python-capng 0.8.5-2
python-certifi 2024.07.04-1
python-charset-normalizer 3.3.2-2
python-dbus 1.3.2-4
python-defusedxml 0.7.1-6
python-gobject 3.48.2-2
python-idna 3.7-1
python-packaging 24.1-1
python-pam 2.0.2-3
python-pexpect 4.9.0-2
python-pillow 10.4.0-1
python-psutil 6.0.0-1
python-ptyprocess 0.7.0-6
python-pycups 2.0.4-2
python-pygdbmi 0.11.0.0-4
python-pyinotify 0.9.6-14
python-pytz 2024.1-2
python-pyxdg 0.28-3
python-requests 2.32.3-1
python-sentry_sdk 2.12.0-1
python-setproctitle 1.3.3-2
python-six 1.16.0-9
python-tinycss2 1.3.0-1
python-urllib3 1.26.19-1
python-webencodings 0.5.1-11
python-xapp 2.4.2-1
qca-qt6 2.3.9-2
qcoro-qt6 0.10.0-1
qqc2-breeze-style 6.1.3-1
qqc2-desktop-style 6.4.0-1
qrencode 4.1.1-3
qt5-base 5.15.14+kde+r143-1
qt5-declarative 5.15.14+kde+r28-1
qt5-svg 5.15.14+kde+r5-1
qt5-translations 5.15.14-1
qt5-wayland 5.15.14+kde+r58-1
qt5-x11extras 5.15.14-1
qt6-5compat 6.7.2-1
qt6-base 6.7.2-1
qt6-declarative 6.7.2-1
qt6-multimedia 6.7.2-1
qt6-multimedia-ffmpeg 6.7.2-1
qt6-positioning 6.7.2-1
qt6-quick3d 6.7.2-1
qt6-quicktimeline 6.7.2-1
qt6-sensors 6.7.2-1
qt6-shadertools 6.7.2-1
qt6-speech 6.7.2-1
qt6-svg 6.7.2-1
qt6-tools 6.7.2-2
qt6-translations 6.7.2-1
qt6-virtualkeyboard 6.7.2-1
qt6-wayland 6.7.2-4
qt6-webchannel 6.7.2-1
qt6-webengine 6.7.2-2
qt6-websockets 6.7.2-1
qt6-webview 6.7.2-1
qtkeychain-qt6 0.14.3-1
raptor 2.0.16-5
rav1e 0.7.1-1
readline 8.2.010-1
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 3.3.0-2
rygel 1:0.42.6-1
sane 1.3.1-1
sbc 2.0-2
sdbus-cpp 1.5.0-3
sddm 0.21.0-4
sddm-kcm 6.1.3-1
sdl2 2.30.5-2
sdl2_ttf 2.22.0-1
seatd 0.8.0-2
sed 4.9-3
semver 7.6.3-1
serd 0.32.2-1
shaderc 2024.1-1
shadow 4.16.0-1
shared-mime-info 2.4-1
signon-kwallet-extension 24.05.2-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-2
signond 8.61-3
simple-scan 46.0-1
slang 2.3.3-3
slock 1.5-3
slurp 1.5.0-1
smartmontools 7.4-2
smbclient 4.20.2-1
snappy 1.1.10-1
snapshot 46.3-1
sndio 1.9.0-2
socat 1.8.0.0-2
solid 6.4.0-1
